ConvId,utterance0,utterance1,utterance2,utterance3,utterance4,utterance5,utterance6,utterance7,utterance8,utterance9,utterance10,utterance11,utterance12,utterance13,utterance14,utterance15,utterance16,utterance17,utterance18,utterance19,utterance20,utterance21,understanding,task-completion,interest-arousal,efficiency,dialogue-overall,justification-text
5X,"SYSTEM	Hi, I have some movie ideas.",USER	Let's hear them!,"SYSTEM	Have you watched ""Winchester (2018)"" . It is based on a real place. It is a real house in California.",USER	I have not. I haven't heardof it,"SYSTEM	Another good movie out right now is ""Maze Runner: The Death Cure (2018)""",USER	I must be living under a rock because I haven't heard of that one either!,"SYSTEM	Oh wow! I have another idea. The movie ""12 Strong (2018)"" is great!",USER	Dang keep them coming!! Because I haven't heard of that one.,"SYSTEM	""Den of Thieves (2018)"" is also a good movie to catch in the theaters.",USER	I don't have cable so I miss movie commericals.,"SYSTEM	Oh okay, I understand. Those are so great movies for you. Thank you.","USER	I've googled all these and i'm really interested in ""Winchester (2018)"" I'll definitely check that one out! thank you for your help!",,,,,,,,,,,3.0,3.0,3.0,1.0,3.0,i don't have cable so i miss movie commercial.
5X,"SYSTEM	Hi, I have some movie ideas.",USER	Let's hear them!,"SYSTEM	Have you watched ""Winchester (2018)"" . It is based on a real place. It is a real house in California.",USER	I have not. I haven't heardof it,"SYSTEM	Another good movie out right now is ""Maze Runner: The Death Cure (2018)""",USER	I must be living under a rock because I haven't heard of that one either!,"SYSTEM	Oh wow! I have another idea. The movie ""12 Strong (2018)"" is great!",USER	Dang keep them coming!! Because I haven't heard of that one.,"SYSTEM	""Den of Thieves (2018)"" is also a good movie to catch in the theaters.",USER	I don't have cable so I miss movie commericals.,"SYSTEM	Oh okay, I understand. Those are so great movies for you. Thank you.","USER	I've googled all these and i'm really interested in ""Winchester (2018)"" I'll definitely check that one out! thank you for your help!",,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,"SYSTEM does good work here, recommending multiple movies that interest the user and providing context about them. User seems satisfied and agrees to watch one of them."
5X,"SYSTEM	Hi, I have some movie ideas.",USER	Let's hear them!,"SYSTEM	Have you watched ""Winchester (2018)"" . It is based on a real place. It is a real house in California.",USER	I have not. I haven't heardof it,"SYSTEM	Another good movie out right now is ""Maze Runner: The Death Cure (2018)""",USER	I must be living under a rock because I haven't heard of that one either!,"SYSTEM	Oh wow! I have another idea. The movie ""12 Strong (2018)"" is great!",USER	Dang keep them coming!! Because I haven't heard of that one.,"SYSTEM	""Den of Thieves (2018)"" is also a good movie to catch in the theaters.",USER	I don't have cable so I miss movie commericals.,"SYSTEM	Oh okay, I understand. Those are so great movies for you. Thank you.","USER	I've googled all these and i'm really interested in ""Winchester (2018)"" I'll definitely check that one out! thank you for your help!",,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,SYSTEM TRY TO UNDERSTAND ABOUT THE USERS INTREST AND PREFERENCE AND RECOMMEND RELATED TO THERE INTREST
AY,SYSTEM	Hello! Happy New Year!,USER	Hello! Happy New Year!,SYSTEM	What kind of movies do you like?,"USER	I love animated films! ""Up  (2009)"" is my all-time favorite movie If you could recommend something similar, that would be great!","SYSTEM	Have you seen ""Inside Out  (2015)"" ? I loved that one! ""Home  (2015)"" was cute, too.","USER	I'm not a huge fan of Inside Out. I thought it was a bit predictable However, Home is a fantastic film!","SYSTEM	I have a 7 year old grand daughter, so I watch a lot of the same animated movies over and over...lol",USER	I baby-sit alot so I know how you feel!,"SYSTEM	My grand son loves ""Angry Bird "" and I'm so done with it!",USER	I was never a fan of that movie to be honest! I can't imagine having to watch it over and over,"SYSTEM	I loved the ""Beauty and the Beast  (2017)"" not animation one.",USER	I meant to see that one in theaters but just never got around to seeing it! I need to go watch it Thank you for all of your help. It is very appreciated,SYSTEM	I think it's on NetFlix. Have a great day!! Thank you for chatting with me!,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,THE SYSTEM TRIES TO FULFILL THE USER'S INTEREST AND RECOMMENDATIONS
AY,SYSTEM	Hello! Happy New Year!,USER	Hello! Happy New Year!,SYSTEM	What kind of movies do you like?,"USER	I love animated films! ""Up  (2009)"" is my all-time favorite movie If you could recommend something similar, that would be great!","SYSTEM	Have you seen ""Inside Out  (2015)"" ? I loved that one! ""Home  (2015)"" was cute, too.","USER	I'm not a huge fan of Inside Out. I thought it was a bit predictable However, Home is a fantastic film!","SYSTEM	I have a 7 year old grand daughter, so I watch a lot of the same animated movies over and over...lol",USER	I baby-sit alot so I know how you feel!,"SYSTEM	My grand son loves ""Angry Bird "" and I'm so done with it!",USER	I was never a fan of that movie to be honest! I can't imagine having to watch it over and over,"SYSTEM	I loved the ""Beauty and the Beast  (2017)"" not animation one.",USER	I meant to see that one in theaters but just never got around to seeing it! I need to go watch it Thank you for all of your help. It is very appreciated,SYSTEM	I think it's on NetFlix. Have a great day!! Thank you for chatting with me!,,,,,,,,,,3.0,3.0,1.0,0.0,4.0,"The system ultimately recommended a movie that the user was interested in and would watch. However, it took some chit chat to get to the ultimate recommendation."
AY,SYSTEM	Hello! Happy New Year!,USER	Hello! Happy New Year!,SYSTEM	What kind of movies do you like?,"USER	I love animated films! ""Up  (2009)"" is my all-time favorite movie If you could recommend something similar, that would be great!","SYSTEM	Have you seen ""Inside Out  (2015)"" ? I loved that one! ""Home  (2015)"" was cute, too.","USER	I'm not a huge fan of Inside Out. I thought it was a bit predictable However, Home is a fantastic film!","SYSTEM	I have a 7 year old grand daughter, so I watch a lot of the same animated movies over and over...lol",USER	I baby-sit alot so I know how you feel!,"SYSTEM	My grand son loves ""Angry Bird "" and I'm so done with it!",USER	I was never a fan of that movie to be honest! I can't imagine having to watch it over and over,"SYSTEM	I loved the ""Beauty and the Beast  (2017)"" not animation one.",USER	I meant to see that one in theaters but just never got around to seeing it! I need to go watch it Thank you for all of your help. It is very appreciated,SYSTEM	I think it's on NetFlix. Have a great day!! Thank you for chatting with me!,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,The system checked all the boxes.  It made recommendations in a timely manner and ultimately recommended a movie that the user is going to watch on NetFlix.
QZ,SYSTEM	Hello!,USER	Hi there!,"SYSTEM	I hope you like movies, because I have a lot of recommendations to offer!","USER	Well that's good, because I need something to watch during this storm! Do you have any good horror movies?","SYSTEM	I do! Have you seen ""It  (2017)"" ?","USER	I've seen the older one, but not the new one!",SYSTEM	Do you like aliens too or just classic horror?,"USER	I like any type of horror. Gore, supernatural, psychological. You name it, I'll surely like it!","SYSTEM	Have you ever saw ""American Psycho  (2000)"" ?","USER	I've heard of it, but I've never actually seen it.","SYSTEM	It is scary. Do you like ""The Silence of the Lambs  (1991)"" ? There is also ""They  (2002)"" it is lesser knwon, but scary.","USER	I love ""The Silence of the Lambs  (1991)"" ! As for ""They  (2002)"" , I haven't seen that either.","SYSTEM	That one is scary! I think the only other one I know that scares is ""The Haunting  (1963)"" Well, I hope this helps a little bit. Good day.",,,,,,,,,,2.0,3.0,2.0,1.0,4.0,I LIKE ANY TYPE OF HORROR. I 'LL LIKE SURELY LIKE IT
QZ,SYSTEM	Hello!,USER	Hi there!,"SYSTEM	I hope you like movies, because I have a lot of recommendations to offer!","USER	Well that's good, because I need something to watch during this storm! Do you have any good horror movies?","SYSTEM	I do! Have you seen ""It  (2017)"" ?","USER	I've seen the older one, but not the new one!",SYSTEM	Do you like aliens too or just classic horror?,"USER	I like any type of horror. Gore, supernatural, psychological. You name it, I'll surely like it!","SYSTEM	Have you ever saw ""American Psycho  (2000)"" ?","USER	I've heard of it, but I've never actually seen it.","SYSTEM	It is scary. Do you like ""The Silence of the Lambs  (1991)"" ? There is also ""They  (2002)"" it is lesser knwon, but scary.","USER	I love ""The Silence of the Lambs  (1991)"" ! As for ""They  (2002)"" , I haven't seen that either.","SYSTEM	That one is scary! I think the only other one I know that scares is ""The Haunting  (1963)"" Well, I hope this helps a little bit. Good day.",,,,,,,,,,3.0,3.0,3.0,1.0,5.0,THE SYSTEM TRIES TO GENERATE MOVIES BASED ON THE USER PREFERENCE AND USER LOVE TO WATCH IT
QZ,SYSTEM	Hello!,USER	Hi there!,"SYSTEM	I hope you like movies, because I have a lot of recommendations to offer!","USER	Well that's good, because I need something to watch during this storm! Do you have any good horror movies?","SYSTEM	I do! Have you seen ""It  (2017)"" ?","USER	I've seen the older one, but not the new one!",SYSTEM	Do you like aliens too or just classic horror?,"USER	I like any type of horror. Gore, supernatural, psychological. You name it, I'll surely like it!","SYSTEM	Have you ever saw ""American Psycho  (2000)"" ?","USER	I've heard of it, but I've never actually seen it.","SYSTEM	It is scary. Do you like ""The Silence of the Lambs  (1991)"" ? There is also ""They  (2002)"" it is lesser knwon, but scary.","USER	I love ""The Silence of the Lambs  (1991)"" ! As for ""They  (2002)"" , I haven't seen that either.","SYSTEM	That one is scary! I think the only other one I know that scares is ""The Haunting  (1963)"" Well, I hope this helps a little bit. Good day.",,,,,,,,,,2.0,1.0,2.0,1.0,4.0,THE SYSTEM TRIES TO SATIFIES THE USERS RECOMMENDED MOVIES AND THE USER ALSO FEEL'S HAPPY
BD,SYSTEM	Hi there!,USER	Hey friend! I was hoping you could help me find a movie to watch!,SYSTEM	Sure can. What are you looking for?,"USER	I really loved ""It  (2017)"" and ""Carrie  (1976)"" So definitely something scary. Not ""Frozen (2013)"" :)",SYSTEM	Oh okay so a horror movie.,USER	Yes please!,"SYSTEM	What about ""Pet Sematary  (1989)""","USER	Ooo, looks good! And I loved that other Stephen King movie, ""The Tommyknockers """,SYSTEM	Looks like you are on your way to a scary day.,USER	Would you recommend any others?,"SYSTEM	Not a scary one but I love ""The Green Mile  (1999)""","USER	Never seen it, I'll have to give it a try. Thanks for your suggestions!",,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,THE SYSTEM TRIES TO FULFILL THE USER'S INTEREST AND RECOMMENDED MOVIES AND THE USERS ALSO HAPPY
BD,SYSTEM	Hi there!,USER	Hey friend! I was hoping you could help me find a movie to watch!,SYSTEM	Sure can. What are you looking for?,"USER	I really loved ""It  (2017)"" and ""Carrie  (1976)"" So definitely something scary. Not ""Frozen (2013)"" :)",SYSTEM	Oh okay so a horror movie.,USER	Yes please!,"SYSTEM	What about ""Pet Sematary  (1989)""","USER	Ooo, looks good! And I loved that other Stephen King movie, ""The Tommyknockers """,SYSTEM	Looks like you are on your way to a scary day.,USER	Would you recommend any others?,"SYSTEM	Not a scary one but I love ""The Green Mile  (1999)""","USER	Never seen it, I'll have to give it a try. Thanks for your suggestions!",,,,,,,,,,,3.0,3.0,2.0,1.0,4.0,I thought the systme answered all the questions great but then at the end thru in a Movie that was not the genre the customer said he wanted.
BD,SYSTEM	Hi there!,USER	Hey friend! I was hoping you could help me find a movie to watch!,SYSTEM	Sure can. What are you looking for?,"USER	I really loved ""It  (2017)"" and ""Carrie  (1976)"" So definitely something scary. Not ""Frozen (2013)"" :)",SYSTEM	Oh okay so a horror movie.,USER	Yes please!,"SYSTEM	What about ""Pet Sematary  (1989)""","USER	Ooo, looks good! And I loved that other Stephen King movie, ""The Tommyknockers """,SYSTEM	Looks like you are on your way to a scary day.,USER	Would you recommend any others?,"SYSTEM	Not a scary one but I love ""The Green Mile  (1999)""","USER	Never seen it, I'll have to give it a try. Thanks for your suggestions!",,,,,,,,,,,3.0,3.0,3.0,1.0,4.0,"The system generate AI suggest the ""The Green Mile (1999) "" Movie ,its a scary identification in a good way."
KK,SYSTEM	Hello What kind of movie are you looking for tonight?,USER	Anything lighthearted,"SYSTEM	OK how about ""When Harry Met Sally... (1989)""","USER	A good, choice. Way better than ""You've Got Mail (1998)""","SYSTEM	""Dumb and Dumberer: When Harry Met Lloyd (2003)"" for a good laugh ""What Women Want (2000)"" is another one I like","USER	I didn't really like Jim Carrey. Only like ""The Truman Show (1998)"" and ""Bruce Almighty (2003)""","SYSTEM	Ok good to know. LOL ""The Truman Show (1998)"" was a good one","USER	Oh, and he was great as the Grinch in ""Dr. Seuss' How the Grinch Stole Christmas  (2000)""","SYSTEM	""Maid in Manhattan"" is such a great love story",USER	Is that the JLo movie.,"SYSTEM	""Dr. Seuss' How the Grinch Stole Christmas  (2000)"" is one of the kids favorites Yes ""Maid in Manhattan"" is",USER	Not fond of Jlo. Singing or Acting. But thanks for the other suggestions.,,,,,,,,,,,3.0,3.0,3.0,1.0,5.0,"The SYSTEM tries to generate the user's interest by sometimes explaining what the movies is about, and the user sometimes agrees to watch the movies that are recommended."
KK,SYSTEM	Hello What kind of movie are you looking for tonight?,USER	Anything lighthearted,"SYSTEM	OK how about ""When Harry Met Sally... (1989)""","USER	A good, choice. Way better than ""You've Got Mail (1998)""","SYSTEM	""Dumb and Dumberer: When Harry Met Lloyd (2003)"" for a good laugh ""What Women Want (2000)"" is another one I like","USER	I didn't really like Jim Carrey. Only like ""The Truman Show (1998)"" and ""Bruce Almighty (2003)""","SYSTEM	Ok good to know. LOL ""The Truman Show (1998)"" was a good one","USER	Oh, and he was great as the Grinch in ""Dr. Seuss' How the Grinch Stole Christmas  (2000)""","SYSTEM	""Maid in Manhattan"" is such a great love story",USER	Is that the JLo movie.,"SYSTEM	""Dr. Seuss' How the Grinch Stole Christmas  (2000)"" is one of the kids favorites Yes ""Maid in Manhattan"" is",USER	Not fond of Jlo. Singing or Acting. But thanks for the other suggestions.,,,,,,,,,,,2.0,2.0,1.0,1.0,3.0,"The Dr. Seuss information is totally irrelevant to the conversation after the prior response, as the user is talking about JLO and it was already addressed, but everything else is all-around good."
