ConvId,utterance0,utterance1,utterance2,utterance3,relevance1,interestingness1,overall1,utterance4,utterance5,utterance6,utterance7,relevance2,interestingness2,overall2,utterance8,utterance9,utterance10,utterance11,relevance3,interestingness3,overall3
86,SYSTEM	Hi Any genre you love?,USER	I love horror Any recommendations?,"SYSTEM	Have you seen ""The Witch  (2015)"" ?","USER	I have, that one was great! I like ""Alien: Covenant (2017)""",4,2,4,"SYSTEM	That was good too.Have you seen ""The Blackcoat's Daughter (2015)"" ?",USER	No what is it about?,SYSTEM	It is hard to explain in short the devil. but really different.,"USER	awesome I will check it out, anything like ""Resident Evil: Apocalypse (2004)"" ?",4,3,4.0,SYSTEM	No not at all.Much more indie and phsycological.,USER	ok cool any other recommendations at this point?,"SYSTEM	Um ""High Tension (2003)"" tensionA french horror.",USER	Awesome I will check it out,4,3,4
M3,SYSTEM	Hi,USER	Hello! Can you recommend some romantic comedies?,SYSTEM	What kind of movies do you like to watch?,"USER	I just watched ""Nan Love Track (2016)"" and it was great",0,1,3,"SYSTEM	Oh, I've never heard about it! I should check it out. I love romantic movies","USER	Whoops I meant ""Love Actually (2003)""","SYSTEM	Ok, I've seen that one :) Have you watched ""The Ugly Truth (2009)"" ? It's funny but also romantic. I cried in the end",USER	I've never heard of it! Sounds worth checking out,2,1,4.0,SYSTEM	The cast is amazing!,USER	I'll have to add it to my list!,"SYSTEM	Also, everybody talking about ""Love, Simon (2018)"" , it's about a gay guy falling in love with another guy. I haven't watched it yet but I've heard it's good. One of my most favorite romantic movies is ""A Walk to Remember (2002)"" Very touching Cried a gallon of tears","USER	That sounds pretty good, I'll check out ""Love, Simon (2018)"" I have seen ""A Walk to Remember (2002)"" , so sad but so good. Thanks for the suggestions!",3,3,4
M3,SYSTEM	Hi,USER	Hello! Can you recommend some romantic comedies?,SYSTEM	What kind of movies do you like to watch?,"USER	I just watched ""Nan Love Track (2016)"" and it was great",0,2,3,"SYSTEM	Oh, I've never heard about it! I should check it out. I love romantic movies","USER	Whoops I meant ""Love Actually (2003)""","SYSTEM	Ok, I've seen that one :) Have you watched ""The Ugly Truth (2009)"" ? It's funny but also romantic. I cried in the end",USER	I've never heard of it! Sounds worth checking out,3,3,5.0,SYSTEM	The cast is amazing!,USER	I'll have to add it to my list!,"SYSTEM	Also, everybody talking about ""Love, Simon (2018)"" , it's about a gay guy falling in love with another guy. I haven't watched it yet but I've heard it's good. One of my most favorite romantic movies is ""A Walk to Remember (2002)"" Very touching Cried a gallon of tears","USER	That sounds pretty good, I'll check out ""Love, Simon (2018)"" I have seen ""A Walk to Remember (2002)"" , so sad but so good. Thanks for the suggestions!",3,3,5
M3,SYSTEM	Hi,USER	Hello! Can you recommend some romantic comedies?,SYSTEM	What kind of movies do you like to watch?,"USER	I just watched ""Nan Love Track (2016)"" and it was great",0,1,3,"SYSTEM	Oh, I've never heard about it! I should check it out. I love romantic movies","USER	Whoops I meant ""Love Actually (2003)""","SYSTEM	Ok, I've seen that one :) Have you watched ""The Ugly Truth (2009)"" ? It's funny but also romantic. I cried in the end",USER	I've never heard of it! Sounds worth checking out,3,3,5.0,SYSTEM	The cast is amazing!,USER	I'll have to add it to my list!,"SYSTEM	Also, everybody talking about ""Love, Simon (2018)"" , it's about a gay guy falling in love with another guy. I haven't watched it yet but I've heard it's good. One of my most favorite romantic movies is ""A Walk to Remember (2002)"" Very touching Cried a gallon of tears","USER	That sounds pretty good, I'll check out ""Love, Simon (2018)"" I have seen ""A Walk to Remember (2002)"" , so sad but so good. Thanks for the suggestions!",3,3,5
M3,SYSTEM	Hi,USER	Hello! Can you recommend some romantic comedies?,SYSTEM	What kind of movies do you like to watch?,"USER	I just watched ""Nan Love Track (2016)"" and it was great",0,2,3,"SYSTEM	Oh, I've never heard about it! I should check it out. I love romantic movies","USER	Whoops I meant ""Love Actually (2003)""","SYSTEM	Ok, I've seen that one :) Have you watched ""The Ugly Truth (2009)"" ? It's funny but also romantic. I cried in the end",USER	I've never heard of it! Sounds worth checking out,3,3,5.0,SYSTEM	The cast is amazing!,USER	I'll have to add it to my list!,"SYSTEM	Also, everybody talking about ""Love, Simon (2018)"" , it's about a gay guy falling in love with another guy. I haven't watched it yet but I've heard it's good. One of my most favorite romantic movies is ""A Walk to Remember (2002)"" Very touching Cried a gallon of tears","USER	That sounds pretty good, I'll check out ""Love, Simon (2018)"" I have seen ""A Walk to Remember (2002)"" , so sad but so good. Thanks for the suggestions!",3,3,5
SU,"SYSTEM	Hi, looking for a good movie?",USER	yes something horrible,"SYSTEM	Something like ""Fifty Shades Freed  (2018)"" ?Or ""Fifty Shades Darker  (2017)""Or ""The Emoji Movie (2017)""",USER	those all sound terrible!,3,1,4,"SYSTEM	Something like ""Fifty Shades Freed  (2018)"" ?Or ""Fifty Shades Darker  (2017)""Or ""The Emoji Movie (2017)""",USER	those all sound terrible!,"SYSTEM	I haven't seen them, but I hear they're terrible. I also heard ""Grown Ups 2 (2013)"" was pretty bad","USER	missed that one I saw part ""The Emoji Movie (2017)"" I wont do that again fitfy shades marathon seems like an idea so bad it just might work",2,3,3.0,"SYSTEM	I haven't seen them, but I hear they're terrible. I also heard ""Grown Ups 2 (2013)"" was pretty bad","USER	missed that one I saw part ""The Emoji Movie (2017)"" I wont do that again fitfy shades marathon seems like an idea so bad it just might work","SYSTEM	Okay, so I hope some of these suggestions were helpful","USER	thanks, have a good day",0,2,3
SU,"SYSTEM	Hi, looking for a good movie?",USER	yes something horrible,"SYSTEM	Something like ""Fifty Shades Freed  (2018)"" ?Or ""Fifty Shades Darker  (2017)""Or ""The Emoji Movie (2017)""",USER	those all sound terrible!,1,1,2,"SYSTEM	Something like ""Fifty Shades Freed  (2018)"" ?Or ""Fifty Shades Darker  (2017)""Or ""The Emoji Movie (2017)""",USER	those all sound terrible!,"SYSTEM	I haven't seen them, but I hear they're terrible. I also heard ""Grown Ups 2 (2013)"" was pretty bad","USER	missed that one I saw part ""The Emoji Movie (2017)"" I wont do that again fitfy shades marathon seems like an idea so bad it just might work",1,3,4.0,"SYSTEM	I haven't seen them, but I hear they're terrible. I also heard ""Grown Ups 2 (2013)"" was pretty bad","USER	missed that one I saw part ""The Emoji Movie (2017)"" I wont do that again fitfy shades marathon seems like an idea so bad it just might work","SYSTEM	Okay, so I hope some of these suggestions were helpful","USER	thanks, have a good day",2,2,3
SU,"SYSTEM	Hi, looking for a good movie?",USER	yes something horrible,"SYSTEM	Something like ""Fifty Shades Freed  (2018)"" ?Or ""Fifty Shades Darker  (2017)""Or ""The Emoji Movie (2017)""",USER	those all sound terrible!,1,1,1,"SYSTEM	Something like ""Fifty Shades Freed  (2018)"" ?Or ""Fifty Shades Darker  (2017)""Or ""The Emoji Movie (2017)""",USER	those all sound terrible!,"SYSTEM	I haven't seen them, but I hear they're terrible. I also heard ""Grown Ups 2 (2013)"" was pretty bad","USER	missed that one I saw part ""The Emoji Movie (2017)"" I wont do that again fitfy shades marathon seems like an idea so bad it just might work",2,2,3.0,"SYSTEM	I haven't seen them, but I hear they're terrible. I also heard ""Grown Ups 2 (2013)"" was pretty bad","USER	missed that one I saw part ""The Emoji Movie (2017)"" I wont do that again fitfy shades marathon seems like an idea so bad it just might work","SYSTEM	Okay, so I hope some of these suggestions were helpful","USER	thanks, have a good day",1,1,3
SU,"SYSTEM	Hi, looking for a good movie?",USER	yes something horrible,"SYSTEM	Something like ""Fifty Shades Freed  (2018)"" ?Or ""Fifty Shades Darker  (2017)""Or ""The Emoji Movie (2017)""",USER	those all sound terrible!,3,1,4,"SYSTEM	Something like ""Fifty Shades Freed  (2018)"" ?Or ""Fifty Shades Darker  (2017)""Or ""The Emoji Movie (2017)""",USER	those all sound terrible!,"SYSTEM	I haven't seen them, but I hear they're terrible. I also heard ""Grown Ups 2 (2013)"" was pretty bad","USER	missed that one I saw part ""The Emoji Movie (2017)"" I wont do that again fitfy shades marathon seems like an idea so bad it just might work",3,3,4.0,"SYSTEM	I haven't seen them, but I hear they're terrible. I also heard ""Grown Ups 2 (2013)"" was pretty bad","USER	missed that one I saw part ""The Emoji Movie (2017)"" I wont do that again fitfy shades marathon seems like an idea so bad it just might work","SYSTEM	Okay, so I hope some of these suggestions were helpful","USER	thanks, have a good day",0,2,4
R6,SYSTEM	Hello! What kind of movie are you looking for?,USER	I'm in the mood for a good horror film today. Can you help me?,"SYSTEM	Yes. Have you seen ""The Babadook (2014)"" ? It's very unique and a bit odd but overall very scary",USER	No I haven't. But I've heard good things about it. That's its very psychological,3,3,4,"SYSTEM	I loved it! Have you seen ""A Tale of Two Sisters (2003)""I also liked that one. I thought it was super scary. And of course, there is ""The Shining  (1980)"" but I'm sure you've seen it","USER	Yes, I've seen ""The Shining  (1980)"" . I wonder why they don't make horror films as suspenseful anymore. Maybe because we're so de-sensitized to everything.","SYSTEM	I don't know. It's very frustrating. The new ones all seem to have little plot I also would recommend ""Hush  (2016)"" .",USER	I agree. They seem to be more about jumps and scares than anything,2,3,3.0,SYSTEM	Have you seen that one?,USER	No I have not is it good? A good plot i mean,SYSTEM	You should check it out! I thought it had a very indepth plot that moved at a good pace I watched it with my grandfather and he enjoyed it too,USER	I'll definitely take a look. Thank you for a great suggestion bye,0,2,3
R6,SYSTEM	Hello! What kind of movie are you looking for?,USER	I'm in the mood for a good horror film today. Can you help me?,"SYSTEM	Yes. Have you seen ""The Babadook (2014)"" ? It's very unique and a bit odd but overall very scary",USER	No I haven't. But I've heard good things about it. That's its very psychological,2,3,4,"SYSTEM	I loved it! Have you seen ""A Tale of Two Sisters (2003)""I also liked that one. I thought it was super scary. And of course, there is ""The Shining  (1980)"" but I'm sure you've seen it","USER	Yes, I've seen ""The Shining  (1980)"" . I wonder why they don't make horror films as suspenseful anymore. Maybe because we're so de-sensitized to everything.","SYSTEM	I don't know. It's very frustrating. The new ones all seem to have little plot I also would recommend ""Hush  (2016)"" .",USER	I agree. They seem to be more about jumps and scares than anything,2,3,3.0,SYSTEM	Have you seen that one?,USER	No I have not is it good? A good plot i mean,SYSTEM	You should check it out! I thought it had a very indepth plot that moved at a good pace I watched it with my grandfather and he enjoyed it too,USER	I'll definitely take a look. Thank you for a great suggestion bye,3,3,4
R6,SYSTEM	Hello! What kind of movie are you looking for?,USER	I'm in the mood for a good horror film today. Can you help me?,"SYSTEM	Yes. Have you seen ""The Babadook (2014)"" ? It's very unique and a bit odd but overall very scary",USER	No I haven't. But I've heard good things about it. That's its very psychological,3,3,4,"SYSTEM	I loved it! Have you seen ""A Tale of Two Sisters (2003)""I also liked that one. I thought it was super scary. And of course, there is ""The Shining  (1980)"" but I'm sure you've seen it","USER	Yes, I've seen ""The Shining  (1980)"" . I wonder why they don't make horror films as suspenseful anymore. Maybe because we're so de-sensitized to everything.","SYSTEM	I don't know. It's very frustrating. The new ones all seem to have little plot I also would recommend ""Hush  (2016)"" .",USER	I agree. They seem to be more about jumps and scares than anything,3,3,4.0,SYSTEM	Have you seen that one?,USER	No I have not is it good? A good plot i mean,SYSTEM	You should check it out! I thought it had a very indepth plot that moved at a good pace I watched it with my grandfather and he enjoyed it too,USER	I'll definitely take a look. Thank you for a great suggestion bye,3,3,5
R6,SYSTEM	Hello! What kind of movie are you looking for?,USER	I'm in the mood for a good horror film today. Can you help me?,"SYSTEM	Yes. Have you seen ""The Babadook (2014)"" ? It's very unique and a bit odd but overall very scary",USER	No I haven't. But I've heard good things about it. That's its very psychological,3,3,4,"SYSTEM	I loved it! Have you seen ""A Tale of Two Sisters (2003)""I also liked that one. I thought it was super scary. And of course, there is ""The Shining  (1980)"" but I'm sure you've seen it","USER	Yes, I've seen ""The Shining  (1980)"" . I wonder why they don't make horror films as suspenseful anymore. Maybe because we're so de-sensitized to everything.","SYSTEM	I don't know. It's very frustrating. The new ones all seem to have little plot I also would recommend ""Hush  (2016)"" .",USER	I agree. They seem to be more about jumps and scares than anything,2,3,4.0,SYSTEM	Have you seen that one?,USER	No I have not is it good? A good plot i mean,SYSTEM	You should check it out! I thought it had a very indepth plot that moved at a good pace I watched it with my grandfather and he enjoyed it too,USER	I'll definitely take a look. Thank you for a great suggestion bye,3,3,5
SP,SYSTEM	Hi,"USER	Okay, I am looking for good thrillers, do you think you could help with some suggestions?","SYSTEM	""Deadpool  (2016)""","USER	I love the suspense and twists that you get in thrillers, like ""Double Jeopardy  (1999)"" Or murder mysteries in ""High Crimes (2002)"" with Ashley Judd and Morgan Freeman.",2,1,3,"SYSTEM	I Love ""The Ring  (2017)""","USER	That movie is okay, but I'm not a fan.","SYSTEM	""Wonder Woman  (2017)"" is also good. I am marvel fan",USER	That is not a thriller though. Marvel is more action than thriller. Can you recommend thriller movies for that genre?,1,3,2.0,"SYSTEM	""Sinister  (2012)""","USER	More horror/paranormal, but that movie is okay. Not a big fan Any other suggestions?","SYSTEM	""The Silence of the Lambs  (1991)""","USER	That is a good thriller, I enjoyed that movie a lot.",3,1,5
SP,SYSTEM	Hi,"USER	Okay, I am looking for good thrillers, do you think you could help with some suggestions?","SYSTEM	""Deadpool  (2016)""","USER	I love the suspense and twists that you get in thrillers, like ""Double Jeopardy  (1999)"" Or murder mysteries in ""High Crimes (2002)"" with Ashley Judd and Morgan Freeman.",1,1,1,"SYSTEM	I Love ""The Ring  (2017)""","USER	That movie is okay, but I'm not a fan.","SYSTEM	""Wonder Woman  (2017)"" is also good. I am marvel fan",USER	That is not a thriller though. Marvel is more action than thriller. Can you recommend thriller movies for that genre?,1,3,2.0,"SYSTEM	""Sinister  (2012)""","USER	More horror/paranormal, but that movie is okay. Not a big fan Any other suggestions?","SYSTEM	""The Silence of the Lambs  (1991)""","USER	That is a good thriller, I enjoyed that movie a lot.",3,3,5
SP,SYSTEM	Hi,"USER	Okay, I am looking for good thrillers, do you think you could help with some suggestions?","SYSTEM	""Deadpool  (2016)""","USER	I love the suspense and twists that you get in thrillers, like ""Double Jeopardy  (1999)"" Or murder mysteries in ""High Crimes (2002)"" with Ashley Judd and Morgan Freeman.",2,1,3,"SYSTEM	I Love ""The Ring  (2017)""","USER	That movie is okay, but I'm not a fan.","SYSTEM	""Wonder Woman  (2017)"" is also good. I am marvel fan",USER	That is not a thriller though. Marvel is more action than thriller. Can you recommend thriller movies for that genre?,1,1,1.0,"SYSTEM	""Sinister  (2012)""","USER	More horror/paranormal, but that movie is okay. Not a big fan Any other suggestions?","SYSTEM	""The Silence of the Lambs  (1991)""","USER	That is a good thriller, I enjoyed that movie a lot.",3,3,5
